# REV = 1

# PAC CONTROL TAG DATABASE DUMP
# ----------------------------------------------------------------
# NAME :         C:\AIS_OPTO_APPLICATION\TWRAP-IN-L12_SSS\TWRAP-IN-L12_SSS.idb
# VERSION :      R9.1a
# TIME/DATE :    12:21:0 10/1/2024
# 
# INSTRUCTIONS : This file gets written with the corresponding IDB file.
#                It is not read by PAC Control. It may be used by other programs to 
#                get basic information about the tag database.
#                
#                Each tag (e.g. variables, I/O units and points, charts, etc.) is 
#                listed here. 
#                
#                More columns or tag types (e.g. TAG2) may be added in the future.
#                
#                
# BITMASK INFO:  Here is the list of bitmasks used by PAC Control.
#                More than one bit may be set for a given tag. Currently, the only types
#                that can have more than one bit set at a time are digital points with 
#                features (e.g. digital input with counter) or a pointer.
#                
#                BITMASK 0
#                -------------------------------------------
#                DIN_SMART                        0x40000000
#                DIN_COUNTER                      0x00000001
#                DIN_COUNTER_QUADRATURE           0x00000002
#                DOUT_SMART                       0x10000000
#                DOUT_TPO                         0x00010000
#                DIN_ON_PULSE_MEAS                0x00000010
#                DIN_OFF_PULSE_MEAS               0x00000020
#                DIN_FREQUENCY                    0x00000040
#                DIN_PERIOD                       0x00000080
#                DIN_ON_TIME_TOTALIZER            0x00000100
#                DIN_OFF_TIME_TOTALIZER           0x00000200
#                
#                BITMASK 1
#                -------------------------------------------
#                AIN                              0x00000001
#                AOUT                             0x00000002
#                PID_LOOP    (mistic)             0x00000200
#                PID_LOOP_2  (OptoMMP)            0x00000004
#                DIGITAL_EVENT_REACTION           0x00000008
#                ANALOG_EVENT_REACTION            0x00000010
#                EVENT_REACTION_GROUP             0x00000080
#                CHART                            0x00000100
#                
#                BITMASK 2
#                -------------------------------------------
#                BOARD_SMART_DIGITAL              0x00000002
#                BOARD_REMOTE_SIMPLE_DIGITAL      0x00000004
#                BOARD_SMART_ANALOG               0x00000008
#                BOARD_SMART_ANALOG_B200          0x00001000
#                BOARD_SMART_DIGITAL_SNAP         0x00002000
#                BOARD_SMART_ANALOG_SNAP          0x00004000
#                BOARD_SMART_DIGITAL_B100         0X00010000
#                BOARD_REMOTE_SIMPLE_DIGITAL_SNAP 0X00020000
#                BOARD_DIGITAL_SNAP_64            0x00040000
#                BOARD_MIXED_SNAP_64              0x00080000
#                BOARD_DIGITAL_SNAP_UIO_64        0x00100000
#                BOARD_MIXED_SNAP_UIO_64          0x00200000
#                BOARD_MIXED_SNAP_UIO_AD64        0x00400000
#                BOARD_MIXED_SNAP_SIO_AD64        0x00800000
#                BOARD_SNAP_PAC_R1                0x10000000
#                BOARD_SNAP_PAC_R2                0x20000000
#                BOARD_GENERIC_OPTOMMP            0x40000000
# 
#                BITMASK 3
#                -------------------------------------------
#                VARIABLE_INTEGER                 0x00000008
#                VARIABLE_FLOAT                   0x00000010
#                VARIABLE_TIMER                   0x00000020
#                VARIABLE_STRING                  0x00000040
#                VARIABLE_POINTER                 0x80000000
#                TABLE_INTEGER                    0x00000100
#                TABLE_FLOAT                      0x00000200
#                TABLE_STRING                     0x00000800
#                TABLE_POINTER                    0x00001000
#                VARIABLE_UP_TIMER                0X00002000
#                VARIABLE_INTEGER_64              0X00004000
#                TABLE_INTEGER_64                 0X00010000
#                TABLE_NULL                       0X00020000
#                VARIABLE_STREAM                  0x00040000




#  (Please note that the TAG1 definition may have columns added in the future.
#   Any new columns will be added to the right of the existing ones.)
#   This file should be parsed accordingly.)

# TAG1,NAME,ID,BITMASK_0,BITMASK_1,BITMASK_2,BITMASK_3,TABLE_LENGTH,STRING_WIDTH

TAG1,CZDT_4                                            ,2938 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_40                                           ,2929 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_41                                           ,2928 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_42                                           ,2927 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_43                                           ,3042 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_44                                           ,3041 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_45                                           ,3044 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_46                                           ,3043 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_47                                           ,3046 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_48                                           ,3045 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_49                                           ,3047 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_5                                            ,2939 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_50                                           ,3048 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_51                                           ,3049 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_52                                           ,3050 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_53                                           ,3051 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_54                                           ,3052 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_55                                           ,3053 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_56                                           ,3054 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_57                                           ,3055 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_58                                           ,3056 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_59                                           ,3057 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_6                                            ,2940 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_60                                           ,3058 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_61                                           ,3059 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_62                                           ,3060 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_63                                           ,3061 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_64                                           ,3062 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_65                                           ,3063 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_66                                           ,3064 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_67                                           ,3065 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_68                                           ,3066 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_69                                           ,3067 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_7                                            ,2941 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_70                                           ,3068 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_71                                           ,3069 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_72                                           ,3070 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_73                                           ,3071 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_74                                           ,3072 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_75                                           ,3073 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_76                                           ,3074 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_77                                           ,3076 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_78                                           ,3077 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_79                                           ,3246 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_8                                            ,2942 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_80                                           ,3247 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_81                                           ,3248 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_82                                           ,3249 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_83                                           ,3250 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_84                                           ,3251 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_85                                           ,3252 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_86                                           ,3253 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,CZDT_9                                            ,2943 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,D1                                                ,1584 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,D2                                                ,1585 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,D3                                                ,1586 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,D4                                                ,3149 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Data_Boxes                                        ,1927 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Data_Width                                        ,2353 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Data_Width_Half                                   ,2925 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Data_Width_Reel                                   ,3017 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Data_Width_Temp                                   ,2918 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,DB_Feedback_Avg                                   ,3354 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,DB_Feedback_Flag                                  ,3360 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,DB_Feedback_Tgt                                   ,3357 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,DB_Position_Avg                                   ,3359 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,DB_Position_Avg_Temp                              ,3358 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,DB_Position_Change                                ,3361 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Die_Blower_Clear_Fault                            ,3224 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Die_Blower_Drive_Fault                            ,3227 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Die_Blower_Pressure_SW                            ,3318 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Die_Blower_Run                                    ,3222 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Die_Blower_Running                                ,3225 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Die_Blower_SP                                     ,3221 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Die_Blower_Speed_PV                               ,3226 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Die_Blower_Stop                                   ,3223 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Die_Width_Error                                   ,3014 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Die_Width_Inches                                  ,3138 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Door_Sw_Bot                                       ,1678 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Door_Sw_Top                                       ,1679 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,dtTimer1                                          ,3314 ,00000000,00000000,00000000,00000020,0    ,0   
TAG1,E_Stop_Alarm                                      ,10   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,E_Stop_Mach                                       ,3160 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Edge_1                                            ,3186 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_2                                            ,3187 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_3                                            ,3188 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_4                                            ,3189 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_5                                            ,3190 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_6                                            ,3139 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Offset_Inches                                ,568  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Percent                                      ,31   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Percent_Factor                               ,418  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Percent_Factor_A                             ,572  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Scans                                        ,3124 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Edge_Scans_1                                      ,3125 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Edge_STDZ                                         ,384  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Trim_L_Inch                                  ,3163 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Trim_L_Pix                                   ,3167 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Edge_Trim_L_Stat                                  ,3168 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Trim_L_Stat_Int                              ,3335 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Edge_Trim_Left                                    ,3337 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Trim_R_Inch                                  ,3164 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Trim_R_Pix                                   ,3166 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Edge_Trim_R_Stat                                  ,3169 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Trim_R_Stat_Int                              ,3334 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Edge_Trim_Right                                   ,3338 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Edge_Trim_Stat_No                                 ,3170 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EIGHT                                             ,20   ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Eleven                                            ,2413 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Encoder_Conv                                      ,3333 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Encoder_Conv_1                                    ,56   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Encoder_Conv_Float                                ,3332 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Encoder_Conversion                                ,395  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Encoder_Now                                       ,44   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Encoder_Now_Inches                                ,413  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Encoder_Offset                                    ,55   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Encoder_PSet                                      ,1775 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Encoder_Pset_Offset                               ,1774 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Encoder_Raw                                       ,49   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_Data_Number                                   ,406  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,EOS_EEN_A                                         ,1650 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_EEN_L                                         ,1590 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_EES_A                                         ,1656 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_EES_L                                         ,1596 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_EN_A                                          ,1651 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_EN_L                                          ,1661 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_ES_A                                          ,1655 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_ES_L                                          ,1657 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_Flag                                          ,405  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,EOS_Flag1                                         ,565  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,EOS_Flag2                                         ,1777 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,EOS_Flag_1                                        ,1928 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,EOS_Flag_2                                        ,2313 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Eos_Flag_3                                        ,2412 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,EOS_Flag_4                                        ,2890 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,EOS_Flag_CD                                       ,3255 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,EOS_Flag_EOS                                      ,2808 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,EOS_Flag_MIS_AB                                   ,3178 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,EOS_M_A                                           ,1653 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_M_L                                           ,1658 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_N_A                                           ,1652 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_N_L                                           ,1660 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_S_A                                           ,1663 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,EOS_S_L                                           ,1662 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FIFTY_mSec_Delay                                  ,2    ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FIVE                                              ,17   ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FIVEhundred_mSec_Delay                            ,22   ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,Flat_Roll                                         ,3140 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FOUR                                              ,8    ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,FWD_Crawl_Speed                                   ,52   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FWD_Edge                                          ,36   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FWD_Edge_1                                        ,576  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FWD_Edge_2                                        ,2970 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FWD_Edge_Inches                                   ,380  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Fwd_Edge_Inches_Temp                              ,1700 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FWD_Edge_MM                                       ,2423 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FWD_Half_Speed                                    ,38   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,FWD_Prox_Alarm                                    ,12   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Gain_Pro                                          ,172  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Head_RX                                           ,3299 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Head_Sx                                           ,3300 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Home_POS                                          ,40   ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Home_POS_1                                        ,396  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Home_POS_2                                        ,425  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,HUNDRED_mSec_Delay                                ,3    ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,HVPS_I                                            ,573  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,HVPS_V                                            ,574  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Integral_Time                                     ,530  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L0                                                ,1929 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L1                                                ,426  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L10                                               ,1710 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L100                                              ,1931 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L101                                              ,1932 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L102                                              ,1933 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L103                                              ,1934 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L104                                              ,1935 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L105                                              ,1936 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L11                                               ,1711 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L12                                               ,1759 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L2                                                ,427  ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L20                                               ,2016 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L200                                              ,2366 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L201                                              ,2367 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L202                                              ,2368 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L203                                              ,2369 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L301                                              ,2390 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L302                                              ,2391 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L303                                              ,2392 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L304                                              ,2393 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L305                                              ,2394 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L306                                              ,2395 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L307                                              ,2396 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L308                                              ,2397 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L309                                              ,2398 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L310                                              ,2399 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L311                                              ,2400 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L312                                              ,2401 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L313                                              ,2402 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L314                                              ,2403 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L315                                              ,2404 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L316                                              ,2405 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L317                                              ,2406 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L318                                              ,2407 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L319                                              ,2389 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L320                                              ,2370 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L321                                              ,2371 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L322                                              ,2388 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L323                                              ,2372 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L324                                              ,2373 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L325                                              ,2374 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L326                                              ,2375 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L327                                              ,2376 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L328                                              ,2377 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L329                                              ,2378 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L330                                              ,2379 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L331                                              ,2380 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L332                                              ,2381 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L333                                              ,2382 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L334                                              ,2383 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L335                                              ,2384 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L336                                              ,2385 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L337                                              ,2386 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L338                                              ,2387 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L339                                              ,2623 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L340                                              ,2624 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L341                                              ,2757 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L342                                              ,2758 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L343                                              ,2759 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L344                                              ,2760 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L345                                              ,2761 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L346                                              ,2762 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L347                                              ,2763 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L348                                              ,2764 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L349                                              ,2765 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L350                                              ,2766 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L351                                              ,2767 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L352                                              ,2768 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L353                                              ,2769 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L354                                              ,2770 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L355                                              ,3018 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L356                                              ,3019 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L357                                              ,3020 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L358                                              ,3021 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L359                                              ,3022 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L360                                              ,3023 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L361                                              ,3024 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L362                                              ,3025 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L363                                              ,3026 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L364                                              ,3027 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L365                                              ,3028 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L366                                              ,3029 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L367                                              ,3030 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L368                                              ,3031 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L369                                              ,3032 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L370                                              ,3033 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L371                                              ,3034 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L372                                              ,3035 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L373                                              ,3036 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L374                                              ,3037 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L375                                              ,3038 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L376                                              ,3039 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L377                                              ,3040 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L378                                              ,3078 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L379                                              ,3257 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L380                                              ,3258 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L381                                              ,3259 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L382                                              ,3260 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L383                                              ,3261 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L384                                              ,3262 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L385                                              ,3263 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L386                                              ,3264 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L4                                                ,1684 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L7                                                ,1689 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L8                                                ,1703 ,00000000,00000000,00000000,00000008,0    ,0   
TAG1,L9                                                ,1709 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L_Max                                             ,2100 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,L_Min                                             ,2101 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Lag_CD                                            ,2597 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Lag_Dist                                          ,174  ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Lag_Dist_CD                                       ,2458 ,00000000,00000000,00000000,00000010,0    ,0   
TAG1,Lag_MD                                            ,2594 ,00000000,00000000,00000000,00000010,0    ,0   
